{'BM': 19605698.077646073, 'ijk': (6, '-', 22, '-', 3)}
{'BM': 13679322.201197175, 'ijk': (4, '-', 20, '-', 6)}
{'BM': 13652179.077456953, 'ijk': (5, '-', 25, '-', 14)}
{'BM': 13642432.774712427, 'ijk': (5, '-', 17, '-', 8)}
{'BM': 13642380.065623838, 'ijk': (7, '-', 24, '-', 2)}
{'BM': 13627576.792840324, 'ijk': (6, '-', 25, '-', 14)}
{'BM': 13625314.714968974, 'ijk': (4, '-', 14, '-', 3)}
{'BM': 13617732.149401674, 'ijk': (4, '-', 23, '-', 6)}
{'BM': 13614559.182071434, 'ijk': (5, '-', 16, '-', 3)}
{'BM': 13596640.292580388, 'ijk': (6, '-', 23, '-', 14)}
{'BM': 13586357.752919486, 'ijk': (8, '-', 29, '-', 5)}
{'BM': 13582590.334272962, 'ijk': (5, '-', 19, '-', 14)}
{'BM': 13582560.461940864, 'ijk': (6, '-', 24, '-', 14)}
{'BM': 13578776.255149214, 'ijk': (5, '-', 23, '-', 14)}
{'BM': 13577120.98056998, 'ijk': (4, '-', 25, '-', 6)}
{'BM': 13566342.683388235, 'ijk': (5, '-', 27, '-', 14)}
{'BM': 13519430.47874269, 'ijk': (5, '-', 21, '-', 14)}
{'BM': 13517170.85501311, 'ijk': (6, '-', 26, '-', 14)}
{'BM': 13515302.996094124, 'ijk': (7, '-', 28, '-', 10)}
{'BM': 13505558.246371396, 'ijk': (5, '-', 18, '-', 13)}
{'BM': 13502655.703774916, 'ijk': (6, '-', 28, '-', 14)}
{'BM': 13495038.311073273, 'ijk': (6, '-', 27, '-', 14)}
{'BM': 13494833.930361459, 'ijk': (6, '-', 29, '-', 14)}
{'BM': 13487802.997909833, 'ijk': (5, '-', 26, '-', 14)}
{'BM': 13485690.442871664, 'ijk': (7, '-', 22, '-', 5)}
{'BM': 13473243.603485009, 'ijk': (7, '-', 25, '-', 9)}
{'BM': 13469318.76442379, 'ijk': (5, '-', 22, '-', 14)}
{'BM': 13459656.623375723, 'ijk': (6, '-', 22, '-', 14)}
{'BM': 13427814.487550056, 'ijk': (5, '-', 20, '-', 14)}
{'BM': 13425874.023985578, 'ijk': (6, '-', 21, '-', 13)}
{'BM': 13421965.23054052, 'ijk': (7, '-', 26, '-', 10)}
{'BM': 13402195.242440535, 'ijk': (7, '-', 27, '-', 10)}
{'BM': 13397385.20321515, 'ijk': (4, '-', 29, '-', 6)}
{'BM': 13397070.590701459, 'ijk': (6, '-', 19, '-', 2)}
{'BM': 13393989.670092346, 'ijk': (7, '-', 29, '-', 2)}
{'BM': 13393255.468384301, 'ijk': (8, '-', 28, '-', 4)}
{'BM': 13384997.360289294, 'ijk': (4, '-', 16, '-', 7)}
{'BM': 13379006.379849583, 'ijk': (7, '-', 29, '-', 10)}
{'BM': 13370645.310258534, 'ijk': (5, '-', 28, '-', 14)}
{'BM': 13319440.12845922, 'ijk': (4, '-', 21, '-', 7)}
{'BM': 13316048.33761411, 'ijk': (7, '-', 24, '-', 8)}
{'BM': 13310239.722601611, 'ijk': (6, '-', 19, '-', 8)}
{'BM': 13303730.080020279, 'ijk': (4, '-', 20, '-', 2)}
{'BM': 13296754.530810695, 'ijk': (5, '-', 24, '-', 14)}
{'BM': 13261627.653953625, 'ijk': (4, '-', 28, '-', 7)}
{'BM': 13226963.856681887, 'ijk': (8, '-', 27, '-', 3)}
{'BM': 13205281.327500556, 'ijk': (4, '-', 23, '-', 7)}
{'BM': 13196139.823276127, 'ijk': (4, '-', 18, '-', 7)}
{'BM': 13194402.502217019, 'ijk': (7, '-', 23, '-', 7)}
{'BM': 13193654.235901237, 'ijk': (4, '-', 21, '-', 2)}
{'BM': 13190957.555178031, 'ijk': (4, '-', 19, '-', 7)}
{'BM': 13178462.748965068, 'ijk': (4, '-', 20, '-', 7)}
{'BM': 13167622.519825118, 'ijk': (4, '-', 15, '-', 7)}
{'BM': 13163985.891772322, 'ijk': (6, '-', 18, '-', 3)}
{'BM': 13146330.70226273, 'ijk': (4, '-', 24, '-', 7)}
{'BM': 13135927.947838396, 'ijk': (4, '-', 25, '-', 7)}
{'BM': 13122038.240094004, 'ijk': (5, '-', 29, '-', 14)}
{'BM': 13121734.164635807, 'ijk': (6, '-', 20, '-', 12)}
{'BM': 13118238.43137675, 'ijk': (4, '-', 26, '-', 7)}
{'BM': 13100306.320933957, 'ijk': (6, '-', 18, '-', 4)}
{'BM': 13079567.728918685, 'ijk': (8, '-', 29, '-', 6)}
{'BM': 13070056.724846015, 'ijk': (6, '-', 27, '-', 2)}
{'BM': 13069773.068107868, 'ijk': (4, '-', 14, '-', 4)}
{'BM': 13066929.62091807, 'ijk': (7, '-', 21, '-', 4)}
{'BM': 13061484.1689219, 'ijk': (4, '-', 17, '-', 7)}
{'BM': 13060019.908632545, 'ijk': (4, '-', 22, '-', 7)}
{'BM': 13049723.541388711, 'ijk': (5, '-', 21, '-', 15)}
{'BM': 13048954.62388624, 'ijk': (7, '-', 21, '-', 3)}
{'BM': 13042831.562226301, 'ijk': (6, '-', 23, '-', 15)}
{'BM': 13031632.32946494, 'ijk': (5, '-', 22, '-', 15)}
{'BM': 13023313.636751965, 'ijk': (4, '-', 29, '-', 7)}
{'BM': 13022553.709527003, 'ijk': (6, '-', 24, '-', 15)}
{'BM': 13018899.843373815, 'ijk': (5, '-', 24, '-', 15)}
{'BM': 12990531.084053174, 'ijk': (6, '-', 25, '-', 15)}
{'BM': 12982963.201093627, 'ijk': (4, '-', 27, '-', 7)}
{'BM': 12969596.337092476, 'ijk': (5, '-', 16, '-', 4)}
{'BM': 12963263.595515918, 'ijk': (6, '-', 27, '-', 15)}
{'BM': 12955565.06585965, 'ijk': (4, '-', 22, '-', 2)}
{'BM': 12949073.294228412, 'ijk': (5, '-', 20, '-', 15)}
{'BM': 12946476.86963589, 'ijk': (5, '-', 26, '-', 15)}
{'BM': 12923097.43176768, 'ijk': (5, '-', 17, '-', 9)}
{'BM': 12920714.493543435, 'ijk': (8, '-', 28, '-', 5)}
{'BM': 12916123.249082202, 'ijk': (6, '-', 22, '-', 15)}
{'BM': 12914041.247363038, 'ijk': (5, '-', 25, '-', 15)}
{'BM': 12912068.067679927, 'ijk': (5, '-', 27, '-', 15)}
{'BM': 12899149.948117904, 'ijk': (7, '-', 25, '-', 10)}
{'BM': 12898386.244667944, 'ijk': (6, '-', 26, '-', 15)}
{'BM': 12891563.280718358, 'ijk': (5, '-', 19, '-', 15)}
{'BM': 12882223.57870712, 'ijk': (7, '-', 22, '-', 6)}
{'BM': 12880083.154012652, 'ijk': (6, '-', 29, '-', 15)}
{'BM': 12872661.533021914, 'ijk': (7, '-', 29, '-', 11)}
{'BM': 12872043.05609304, 'ijk': (7, '-', 26, '-', 11)}
{'BM': 12855796.065406485, 'ijk': (7, '-', 27, '-', 11)}
{'BM': 12849212.399007365, 'ijk': (6, '-', 28, '-', 15)}
{'BM': 12837689.75982379, 'ijk': (4, '-', 15, '-', 8)}
{'BM': 12795119.206355715, 'ijk': (8, '-', 27, '-', 4)}
{'BM': 12773986.246512951, 'ijk': (7, '-', 24, '-', 9)}
{'BM': 12773236.307047324, 'ijk': (7, '-', 28, '-', 11)}
{'BM': 12716606.282836096, 'ijk': (5, '-', 24, '-', 2)}
{'BM': 12714576.838663774, 'ijk': (4, '-', 16, '-', 8)}
{'BM': 12706198.262318388, 'ijk': (4, '-', 24, '-', 8)}
{'BM': 12695652.220462523, 'ijk': (5, '-', 29, '-', 15)}
{'BM': 12688206.187134696, 'ijk': (5, '-', 23, '-', 15)}
{'BM': 12685897.648592247, 'ijk': (6, '-', 21, '-', 14)}
{'BM': 12671719.404000092, 'ijk': (5, '-', 28, '-', 15)}
{'BM': 12655512.37976885, 'ijk': (4, '-', 23, '-', 2)}
{'BM': 12649753.547545629, 'ijk': (6, '-', 20, '-', 13)}
{'BM': 12636522.165066792, 'ijk': (4, '-', 22, '-', 8)}
{'BM': 12614509.19343768, 'ijk': (8, '-', 29, '-', 2)}
{'BM': 12612469.908822186, 'ijk': (4, '-', 14, '-', 5)}
{'BM': 12600034.016024284, 'ijk': (6, '-', 19, '-', 9)}
{'BM': 12597616.903000485, 'ijk': (5, '-', 18, '-', 14)}
{'BM': 12596213.694167966, 'ijk': (7, '-', 23, '-', 8)}
{'BM': 12593872.397849971, 'ijk': (4, '-', 25, '-', 8)}
{'BM': 12586169.564165445, 'ijk': (7, '-', 21, '-', 5)}
{'BM': 12581737.403880034, 'ijk': (4, '-', 18, '-', 8)}
{'BM': 12524034.713707251, 'ijk': (8, '-', 29, '-', 7)}
{'BM': 12517565.613953633, 'ijk': (4, '-', 21, '-', 8)}
{'BM': 12514002.086435908, 'ijk': (6, '-', 18, '-', 5)}
{'BM': 12497946.523941178, 'ijk': (5, '-', 16, '-', 5)}
{'BM': 12496892.31754351, 'ijk': (7, '-', 23, '-', 2)}
{'BM': 12487309.380238088, 'ijk': (4, '-', 29, '-', 8)}
{'BM': 12481994.516573241, 'ijk': (4, '-', 26, '-', 8)}
{'BM': 12478361.600401772, 'ijk': (4, '-', 19, '-', 8)}
{'BM': 12475449.446165945, 'ijk': (4, '-', 20, '-', 8)}
{'BM': 12472944.906839084, 'ijk': (5, '-', 20, '-', 16)}
{'BM': 12472198.190856555, 'ijk': (4, '-', 23, '-', 8)}
{'BM': 12466232.813372301, 'ijk': (4, '-', 17, '-', 8)}
{'BM': 12415014.69184264, 'ijk': (6, '-', 22, '-', 16)}
{'BM': 12411703.212397719, 'ijk': (5, '-', 26, '-', 16)}
{'BM': 12404719.079666607, 'ijk': (7, '-', 22, '-', 7)}
{'BM': 12401417.385277813, 'ijk': (6, '-', 23, '-', 16)}
{'BM': 12389176.270528225, 'ijk': (6, '-', 25, '-', 16)}
{'BM': 12361929.733684758, 'ijk': (6, '-', 27, '-', 16)}
{'BM': 12360638.99901631, 'ijk': (7, '-', 28, '-', 12)}
{'BM': 12356178.187512418, 'ijk': (6, '-', 24, '-', 16)}
{'BM': 12353529.608882882, 'ijk': (6, '-', 26, '-', 16)}
{'BM': 12347317.703512108, 'ijk': (4, '-', 27, '-', 8)}
{'BM': 12346482.17403184, 'ijk': (6, '-', 28, '-', 16)}
{'BM': 12339146.836430151, 'ijk': (8, '-', 26, '-', 3)}
{'BM': 12334583.406903947, 'ijk': (7, '-', 25, '-', 11)}
{'BM': 12310829.446034685, 'ijk': (5, '-', 22, '-', 16)}
{'BM': 12293858.427588647, 'ijk': (5, '-', 23, '-', 16)}
{'BM': 12290152.893820565, 'ijk': (8, '-', 28, '-', 6)}
{'BM': 12281588.875287635, 'ijk': (7, '-', 26, '-', 12)}
{'BM': 12280257.183363251, 'ijk': (7, '-', 29, '-', 12)}
{'BM': 12270349.96175871, 'ijk': (5, '-', 17, '-', 10)}
{'BM': 12250287.772000726, 'ijk': (7, '-', 27, '-', 12)}
{'BM': 12245969.23295551, 'ijk': (6, '-', 29, '-', 16)}
{'BM': 12243711.348108929, 'ijk': (5, '-', 27, '-', 16)}
{'BM': 12227392.516610952, 'ijk': (6, '-', 21, '-', 15)}
{'BM': 12225940.824436806, 'ijk': (4, '-', 24, '-', 2)}
{'BM': 12223408.724277135, 'ijk': (5, '-', 19, '-', 16)}
{'BM': 12210084.94717386, 'ijk': (4, '-', 28, '-', 8)}
{'BM': 12203569.977363814, 'ijk': (5, '-', 25, '-', 16)}
{'BM': 12200692.062893722, 'ijk': (7, '-', 24, '-', 10)}
{'BM': 12164806.682560168, 'ijk': (4, '-', 21, '-', 9)}
{'BM': 12131772.139879946, 'ijk': (6, '-', 18, '-', 6)}
{'BM': 12130787.02890063, 'ijk': (5, '-', 24, '-', 16)}
{'BM': 12122823.890414177, 'ijk': (7, '-', 21, '-', 6)}
{'BM': 12121576.785909388, 'ijk': (5, '-', 29, '-', 16)}
{'BM': 12101088.594472168, 'ijk': (4, '-', 24, '-', 9)}
{'BM': 12095374.369755551, 'ijk': (5, '-', 18, '-', 15)}
{'BM': 12087646.725600285, 'ijk': (6, '-', 19, '-', 10)}
{'BM': 12064528.097010938, 'ijk': (5, '-', 21, '-', 16)}
{'BM': 12064072.884303018, 'ijk': (4, '-', 20, '-', 9)}
{'BM': 12051003.268413285, 'ijk': (4, '-', 14, '-', 6)}
{'BM': 12044375.1082669, 'ijk': (4, '-', 22, '-', 9)}
{'BM': 12042456.12147439, 'ijk': (5, '-', 28, '-', 16)}
{'BM': 12039650.729136147, 'ijk': (4, '-', 17, '-', 9)}
{'BM': 12022034.432875894, 'ijk': (6, '-', 18, '-', 2)}
{'BM': 12017857.758942435, 'ijk': (5, '-', 16, '-', 6)}
{'BM': 12017565.817675207, 'ijk': (4, '-', 15, '-', 9)}
{'BM': 11975914.45799878, 'ijk': (5, '-', 26, '-', 2)}
{'BM': 11975861.102710078, 'ijk': (5, '-', 25, '-', 2)}
{'BM': 11966222.20182838, 'ijk': (4, '-', 25, '-', 9)}
{'BM': 11957339.270421075, 'ijk': (4, '-', 26, '-', 9)}
{'BM': 11942787.292599216, 'ijk': (4, '-', 16, '-', 9)}
{'BM': 11937820.34267205, 'ijk': (4, '-', 27, '-', 9)}
{'BM': 11929558.302175473, 'ijk': (8, '-', 27, '-', 5)}
{'BM': 11911669.469465688, 'ijk': (4, '-', 18, '-', 9)}
{'BM': 11908560.39331539, 'ijk': (4, '-', 28, '-', 9)}
{'BM': 11904225.615048144, 'ijk': (4, '-', 19, '-', 9)}
{'BM': 11888168.394638184, 'ijk': (7, '-', 23, '-', 9)}
{'BM': 11867680.115645574, 'ijk': (5, '-', 23, '-', 17)}
{'BM': 11857975.454911811, 'ijk': (5, '-', 20, '-', 17)}
{'BM': 11840369.377100158, 'ijk': (5, '-', 27, '-', 2)}
{'BM': 11826449.432721348, 'ijk': (7, '-', 20, '-', 3)}
{'BM': 11824190.81497842, 'ijk': (8, '-', 29, '-', 8)}
{'BM': 11817342.098450856, 'ijk': (7, '-', 20, '-', 4)}
{'BM': 11809758.094638815, 'ijk': (8, '-', 26, '-', 4)}
{'BM': 11791710.796633082, 'ijk': (3, '-', 11, '-', 2)}
{'BM': 11782661.379938329, 'ijk': (6, '-', 22, '-', 17)}
{'BM': 11778769.588162791, 'ijk': (3, '-', 14, '-', 2)}
{'BM': 11771584.206733614, 'ijk': (6, '-', 25, '-', 17)}
{'BM': 11764809.010983678, 'ijk': (6, '-', 23, '-', 17)}
{'BM': 11752882.50030116, 'ijk': (5, '-', 22, '-', 17)}
{'BM': 11750321.18534329, 'ijk': (7, '-', 25, '-', 12)}
{'BM': 11748160.020776939, 'ijk': (6, '-', 20, '-', 14)}
{'BM': 11737663.735306842, 'ijk': (6, '-', 24, '-', 17)}
{'BM': 11732774.827358289, 'ijk': (4, '-', 25, '-', 2)}
{'BM': 11732397.431702914, 'ijk': (6, '-', 27, '-', 17)}
{'BM': 11728983.43475254, 'ijk': (7, '-', 28, '-', 13)}
{'BM': 11726059.76921158, 'ijk': (4, '-', 23, '-', 9)}
{'BM': 11716856.927845888, 'ijk': (7, '-', 26, '-', 13)}
{'BM': 11714596.156546058, 'ijk': (7, '-', 22, '-', 8)}
{'BM': 11710080.465789791, 'ijk': (6, '-', 26, '-', 17)}
{'BM': 11703611.18049373, 'ijk': (5, '-', 28, '-', 2)}
{'BM': 11702387.097226903, 'ijk': (6, '-', 28, '-', 17)}
{'BM': 11692977.922336088, 'ijk': (3, '-', 13, '-', 2)}
{'BM': 11681303.795696419, 'ijk': (5, '-', 28, '-', 17)}
{'BM': 11679845.17180783, 'ijk': (6, '-', 28, '-', 2)}
{'BM': 11677476.26341182, 'ijk': (3, '-', 12, '-', 2)}
{'BM': 11664731.1807727, 'ijk': (5, '-', 25, '-', 17)}
{'BM': 11664092.814288562, 'ijk': (6, '-', 29, '-', 17)}
{'BM': 11655290.461830886, 'ijk': (8, '-', 28, '-', 7)}
{'BM': 11650271.39602862, 'ijk': (8, '-', 28, '-', 2)}
{'BM': 11636584.732142052, 'ijk': (7, '-', 29, '-', 13)}
{'BM': 11633067.398558324, 'ijk': (5, '-', 21, '-', 17)}
{'BM': 11607064.213932637, 'ijk': (4, '-', 29, '-', 9)}
{'BM': 11606294.467281546, 'ijk': (7, '-', 27, '-', 13)}
{'BM': 11597175.821215712, 'ijk': (6, '-', 21, '-', 16)}
{'BM': 11592779.582125979, 'ijk': (5, '-', 24, '-', 17)}
{'BM': 11577104.038443835, 'ijk': (5, '-', 16, '-', 7)}
{'BM': 11558387.459265113, 'ijk': (5, '-', 27, '-', 17)}
{'BM': 11557439.994035007, 'ijk': (4, '-', 13, '-', 2)}
{'BM': 11554674.360535549, 'ijk': (5, '-', 19, '-', 17)}
{'BM': 11527849.42495208, 'ijk': (7, '-', 22, '-', 2)}
{'BM': 11527509.37799722, 'ijk': (7, '-', 21, '-', 7)}
{'BM': 11523011.581308281, 'ijk': (3, '-', 15, '-', 2)}
{'BM': 11516409.824631305, 'ijk': (3, '-', 16, '-', 2)}
{'BM': 11514023.33826112, 'ijk': (4, '-', 17, '-', 10)}
{'BM': 11512514.598707788, 'ijk': (8, '-', 25, '-', 3)}
{'BM': 11504527.210622106, 'ijk': (7, '-', 24, '-', 11)}
{'BM': 11494366.966642441, 'ijk': (5, '-', 29, '-', 2)}
{'BM': 11488557.516550306, 'ijk': (4, '-', 15, '-', 10)}
{'BM': 11467787.604029203, 'ijk': (5, '-', 26, '-', 17)}
{'BM': 11441480.167660475, 'ijk': (4, '-', 19, '-', 10)}
{'BM': 11431238.817592267, 'ijk': (5, '-', 25, '-', 18)}
{'BM': 11421552.378743684, 'ijk': (8, '-', 27, '-', 6)}
{'BM': 11421080.101313133, 'ijk': (6, '-', 19, '-', 11)}
{'BM': 11414020.524454372, 'ijk': (5, '-', 17, '-', 11)}
{'BM': 11388970.91012243, 'ijk': (4, '-', 14, '-', 7)}
{'BM': 11379041.946018618, 'ijk': (6, '-', 18, '-', 7)}
{'BM': 11370785.85972693, 'ijk': (4, '-', 16, '-', 10)}
{'BM': 11363150.313806722, 'ijk': (5, '-', 18, '-', 16)}
{'BM': 11339774.776014358, 'ijk': (4, '-', 26, '-', 10)}
{'BM': 11339136.067213533, 'ijk': (4, '-', 21, '-', 10)}
{'BM': 11302888.747422373, 'ijk': (8, '-', 29, '-', 9)}
{'BM': 11301265.733559228, 'ijk': (4, '-', 22, '-', 10)}
{'BM': 11293346.709991546, 'ijk': (7, '-', 23, '-', 10)}
{'BM': 11285286.169466699, 'ijk': (5, '-', 15, '-', 2)}
{'BM': 11275266.656850416, 'ijk': (8, '-', 26, '-', 5)}
{'BM': 11265251.218414595, 'ijk': (4, '-', 24, '-', 10)}
{'BM': 11263288.024937626, 'ijk': (7, '-', 20, '-', 5)}
{'BM': 11261676.508702856, 'ijk': (4, '-', 25, '-', 10)}
{'BM': 11252986.347553987, 'ijk': (3, '-', 17, '-', 2)}
{'BM': 11232504.423554279, 'ijk': (6, '-', 20, '-', 15)}
{'BM': 11231200.635383198, 'ijk': (4, '-', 23, '-', 10)}
{'BM': 11228937.50092522, 'ijk': (4, '-', 18, '-', 10)}
{'BM': 11224273.706581796, 'ijk': (4, '-', 20, '-', 10)}
{'BM': 11218614.690292226, 'ijk': (6, '-', 22, '-', 18)}
{'BM': 11216106.926099341, 'ijk': (4, '-', 27, '-', 10)}
{'BM': 11215954.59201626, 'ijk': (5, '-', 29, '-', 17)}
{'BM': 11214127.730405793, 'ijk': (6, '-', 25, '-', 18)}
{'BM': 11202809.129526747, 'ijk': (4, '-', 29, '-', 10)}
{'BM': 11191358.09537693, 'ijk': (5, '-', 15, '-', 3)}
{'BM': 11190617.521563884, 'ijk': (6, '-', 23, '-', 18)}
{'BM': 11188936.149045415, 'ijk': (4, '-', 26, '-', 2)}
{'BM': 11184799.47497994, 'ijk': (6, '-', 24, '-', 18)}
{'BM': 11174149.45945366, 'ijk': (5, '-', 21, '-', 18)}
{'BM': 11172479.255091589, 'ijk': (6, '-', 26, '-', 18)}
{'BM': 11159234.716900134, 'ijk': (6, '-', 27, '-', 18)}
{'BM': 11157732.053178452, 'ijk': (6, '-', 28, '-', 18)}
{'BM': 11155090.147450993, 'ijk': (5, '-', 23, '-', 18)}
{'BM': 11150344.384760931, 'ijk': (5, '-', 22, '-', 18)}
{'BM': 11139929.368822733, 'ijk': (6, '-', 29, '-', 18)}
{'BM': 11131086.830843603, 'ijk': (3, '-', 14, '-', 3)}
{'BM': 11130080.567955842, 'ijk': (7, '-', 22, '-', 9)}
{'BM': 11110498.305124596, 'ijk': (5, '-', 26, '-', 18)}
{'BM': 11109069.453478448, 'ijk': (5, '-', 17, '-', 12)}
{'BM': 11090499.207353706, 'ijk': (7, '-', 26, '-', 14)}
{'BM': 11089205.765968628, 'ijk': (7, '-', 29, '-', 14)}
{'BM': 11079654.131946923, 'ijk': (3, '-', 15, '-', 3)}
{'BM': 11078226.089471681, 'ijk': (7, '-', 25, '-', 13)}
{'BM': 11076793.86456238, 'ijk': (3, '-', 13, '-', 3)}
{'BM': 11067941.579714028, 'ijk': (4, '-', 28, '-', 10)}
{'BM': 11052691.083121331, 'ijk': (5, '-', 19, '-', 18)}
{'BM': 11047649.245422296, 'ijk': (8, '-', 25, '-', 4)}
{'BM': 11046047.060006505, 'ijk': (5, '-', 20, '-', 18)}
{'BM': 11036096.037379285, 'ijk': (3, '-', 20, '-', 3)}
{'BM': 11031065.766508898, 'ijk': (7, '-', 27, '-', 14)}
{'BM': 11029999.955165911, 'ijk': (7, '-', 28, '-', 14)}
{'BM': 11026206.526836487, 'ijk': (3, '-', 12, '-', 3)}
{'BM': 11023065.300828382, 'ijk': (3, '-', 18, '-', 2)}
{'BM': 11012580.56850813, 'ijk': (5, '-', 27, '-', 18)}
{'BM': 11010702.681214392, 'ijk': (8, '-', 28, '-', 8)}
{'BM': 10995664.30902496, 'ijk': (5, '-', 28, '-', 18)}
{'BM': 10991876.729749693, 'ijk': (4, '-', 13, '-', 3)}
{'BM': 10983407.676614065, 'ijk': (4, '-', 16, '-', 11)}
{'BM': 10974255.957799755, 'ijk': (3, '-', 16, '-', 3)}
{'BM': 10971843.547815869, 'ijk': (5, '-', 29, '-', 18)}
{'BM': 10946454.974909114, 'ijk': (3, '-', 17, '-', 3)}
{'BM': 10942590.539609022, 'ijk': (3, '-', 11, '-', 3)}
{'BM': 10936191.33819126, 'ijk': (6, '-', 21, '-', 17)}
{'BM': 10934758.340211166, 'ijk': (7, '-', 21, '-', 8)}
{'BM': 10932894.165830897, 'ijk': (4, '-', 15, '-', 11)}
{'BM': 10927988.009236958, 'ijk': (3, '-', 18, '-', 3)}
{'BM': 10925368.110468041, 'ijk': (3, '-', 19, '-', 3)}
{'BM': 10919089.399959631, 'ijk': (6, '-', 19, '-', 12)}
{'BM': 10904694.060959613, 'ijk': (3, '-', 21, '-', 3)}
{'BM': 10878262.646398697, 'ijk': (4, '-', 27, '-', 11)}
{'BM': 10870087.266978169, 'ijk': (7, '-', 20, '-', 6)}
{'BM': 10859714.021659385, 'ijk': (5, '-', 18, '-', 17)}
{'BM': 10849449.70194627, 'ijk': (7, '-', 24, '-', 12)}
{'BM': 10847092.196040815, 'ijk': (5, '-', 24, '-', 18)}
{'BM': 10834759.778227653, 'ijk': (5, '-', 16, '-', 8)}
{'BM': 10831726.598332196, 'ijk': (3, '-', 22, '-', 3)}
{'BM': 10830499.1542599, 'ijk': (4, '-', 18, '-', 11)}
{'BM': 10821949.13420175, 'ijk': (8, '-', 27, '-', 7)}
{'BM': 10820064.474891214, 'ijk': (4, '-', 17, '-', 11)}
{'BM': 10794136.95221315, 'ijk': (4, '-', 19, '-', 11)}
{'BM': 10768523.090562059, 'ijk': (3, '-', 23, '-', 3)}
{'BM': 10767400.502772177, 'ijk': (4, '-', 20, '-', 11)}
{'BM': 10765756.953573676, 'ijk': (4, '-', 14, '-', 8)}
{'BM': 10763972.003130361, 'ijk': (7, '-', 23, '-', 11)}
{'BM': 10761346.920868743, 'ijk': (3, '-', 19, '-', 2)}
{'BM': 10732936.537386365, 'ijk': (8, '-', 26, '-', 6)}
{'BM': 10713139.196950467, 'ijk': (8, '-', 29, '-', 10)}
{'BM': 10708050.470470745, 'ijk': (5, '-', 26, '-', 19)}
{'BM': 10690295.03779508, 'ijk': (4, '-', 23, '-', 11)}
{'BM': 10683352.438070405, 'ijk': (6, '-', 18, '-', 8)}
{'BM': 10679172.395415619, 'ijk': (4, '-', 25, '-', 11)}
{'BM': 10653645.500032889, 'ijk': (6, '-', 17, '-', 3)}
{'BM': 10650636.48777812, 'ijk': (6, '-', 20, '-', 16)}
{'BM': 10646406.410447985, 'ijk': (8, '-', 27, '-', 2)}
{'BM': 10643026.441405531, 'ijk': (4, '-', 24, '-', 11)}
{'BM': 10632338.007287467, 'ijk': (4, '-', 22, '-', 11)}
{'BM': 10629400.507030198, 'ijk': (4, '-', 21, '-', 11)}
{'BM': 10628433.960585615, 'ijk': (4, '-', 26, '-', 11)}
{'BM': 10613080.495977795, 'ijk': (6, '-', 24, '-', 19)}
{'BM': 10612352.391109122, 'ijk': (8, '-', 28, '-', 9)}
{'BM': 10605986.110871306, 'ijk': (6, '-', 28, '-', 19)}
{'BM': 10605674.860894594, 'ijk': (5, '-', 24, '-', 19)}
{'BM': 10604597.192144439, 'ijk': (6, '-', 22, '-', 19)}
{'BM': 10598177.756315043, 'ijk': (6, '-', 25, '-', 19)}
{'BM': 10585078.341362566, 'ijk': (5, '-', 23, '-', 19)}
{'BM': 10566049.474733265, 'ijk': (7, '-', 25, '-', 14)}
{'BM': 10561645.075592611, 'ijk': (3, '-', 13, '-', 4)}
{'BM': 10559935.761173155, 'ijk': (3, '-', 24, '-', 3)}
{'BM': 10557486.000961427, 'ijk': (4, '-', 27, '-', 2)}
{'BM': 10550485.571262905, 'ijk': (6, '-', 29, '-', 19)}
{'BM': 10549115.488905935, 'ijk': (6, '-', 27, '-', 19)}
{'BM': 10548147.957195796, 'ijk': (8, '-', 24, '-', 3)}
{'BM': 10546117.501382243, 'ijk': (6, '-', 21, '-', 18)}
{'BM': 10546092.9158992, 'ijk': (6, '-', 26, '-', 19)}
{'BM': 10542785.827706227, 'ijk': (6, '-', 19, '-', 13)}
{'BM': 10536112.994615007, 'ijk': (7, '-', 21, '-', 2)}
{'BM': 10533284.09816604, 'ijk': (7, '-', 22, '-', 10)}
{'BM': 10532273.673355887, 'ijk': (5, '-', 21, '-', 19)}
{'BM': 10530632.514902776, 'ijk': (3, '-', 25, '-', 3)}
{'BM': 10528118.271915397, 'ijk': (6, '-', 23, '-', 19)}
{'BM': 10526564.231806386, 'ijk': (4, '-', 28, '-', 11)}
{'BM': 10525683.072021753, 'ijk': (4, '-', 29, '-', 11)}
{'BM': 10507013.952295959, 'ijk': (5, '-', 22, '-', 19)}
{'BM': 10502194.892752623, 'ijk': (3, '-', 12, '-', 4)}
{'BM': 10498556.174519207, 'ijk': (4, '-', 13, '-', 4)}
{'BM': 10497345.422581261, 'ijk': (3, '-', 14, '-', 4)}
{'BM': 10485744.102156917, 'ijk': (3, '-', 11, '-', 4)}
{'BM': 10476497.212153394, 'ijk': (7, '-', 26, '-', 15)}
{'BM': 10475465.111545166, 'ijk': (5, '-', 27, '-', 19)}
{'BM': 10473579.481722536, 'ijk': (7, '-', 27, '-', 15)}
{'BM': 10471164.470070114, 'ijk': (5, '-', 17, '-', 13)}
{'BM': 10469993.14159478, 'ijk': (5, '-', 18, '-', 18)}
{'BM': 10459582.42705278, 'ijk': (7, '-', 28, '-', 15)}
{'BM': 10452550.170222001, 'ijk': (3, '-', 15, '-', 4)}
{'BM': 10445307.13713168, 'ijk': (7, '-', 29, '-', 15)}
{'BM': 10438139.221947964, 'ijk': (3, '-', 22, '-', 4)}
